,Fecha,Gasolina superior,Gasolina regular,"Total
gasolinas",Diesel alto azufre,Diesel bajo azufre,Diesel ultra bajo azufre,Diesel,Gas licuado de petróleo,Gasolina de aviación,Kerosina,Turbo jet,Bunker,Asfalto,PetCoke,Aceites lubricantes,Grasas lubricantes,Solventes,Naftas,Ceras,Petróleo crudo,Butano,Orimulsión,"Mezclas
oleosas",Total Consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nota: los datos de junio 2022 están sujetos a revisión.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Año,,"Gasolina
Superior","Gasolina
Regular","Total
gasolinas",Diesel,Diesel Bajo Azufre,Diesel Ultra Bajo Azufre,"Total
Diesel",GLP,"Gasolina
Aviación",Kerosina,Turbo Jet,Bunker,Asfalto,PetCoke,"Aceites
Lubricantes","Grasas
Lubricantes",Solventes,Naftas,Ceras,"Crudo
Nacional",Butano,Orimulsión,"Mezclas
oleosas",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,," 3,544,733.13 "," 2,338,671.07 "," 5,883,404.20 "," 6,888,694.08 ", -   , -   ," 6,888,694.08 "," 2,132,516.32 "," 16,784.00 "," 690,414.38 ", -   ," 3,789,651.38 "," 379,512.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 19,780,976.36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,," 4,102,995.00 "," 2,390,641.00 "," 6,493,636.00 "," 7,317,663.00 ", -   , -   ," 7,317,663.00 "," 2,248,256.00 "," 17,304.00 "," 733,464.00 ", -   ," 5,250,879.00 "," 321,748.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 22,382,950.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,," 4,534,900.00 "," 2,384,514.00 "," 6,919,414.00 "," 8,104,202.00 ", -   , -   ," 8,104,202.00 "," 2,428,198.00 "," 17,428.00 "," 623,358.00 ", -   ," 5,466,733.00 "," 228,511.00 ", -   , -   , -   , -   , -   , -   ," 562,962.00 ", -   , -   , -   ," 24,350,806.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,," 4,404,649.79 "," 2,261,897.82 "," 6,666,547.61 "," 8,216,846.47 ", -   , -   ," 8,216,846.47 "," 2,665,447.05 "," 16,440.00 "," 643,482.00 ", -   ," 5,745,631.98 "," 463,166.16 ", -   , -   , -   , -   , -   , -   ," 721,851.29 ", -   , -   , -   ," 25,139,412.56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,," 4,389,272.71 "," 2,334,507.72 "," 6,723,780.43 "," 7,794,890.08 ", -   , -   ," 7,794,890.08 "," 2,752,891.30 "," 16,777.00 "," 702,313.10 ", -   ," 4,316,449.48 "," 359,226.77 "," 795,240.99 ", -   , -   , -   , -   , -   ," 597,014.09 ", -   ," 1,691,328.00 ", -   ," 25,749,911.23 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,," 4,495,341.01 "," 2,496,742.24 "," 6,992,083.25 "," 8,549,716.32 ", -   , -   ," 8,549,716.32 "," 2,699,328.22 "," 16,318.00 "," 92,507.10 "," 518,358.20 "," 4,098,525.98 "," 339,393.58 "," 1,086,437.00 ", -   , -   , -   , -   , -   ," 483,420.37 ", -   ," 1,809,053.00 ", -   ," 26,685,141.01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,," 4,740,485.57 "," 2,555,856.51 "," 7,296,342.08 "," 8,719,932.81 ", -   , -   ," 8,719,932.81 "," 2,784,012.36 "," 19,378.91 "," 84,732.90 "," 521,227.40 "," 4,788,882.85 "," 383,725.79 "," 1,137,262.50 ", -   , -   , -   , -   , -   ," 457,007.16 ", -   ," 497,840.00 ", -   ," 26,690,344.76 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,," 4,988,898.02 "," 2,678,926.79 "," 7,667,824.82 "," 9,272,932.66 ", -   , -   ," 9,272,932.66 "," 2,973,659.94 "," 16,809.00 "," 143,393.40 "," 585,856.20 "," 6,146,774.91 "," 420,076.52 "," 1,160,252.50 ", -   , -   , -   , -   , -   ," 556,519.83 ", -   , -   , -   ," 28,944,099.78 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,," 4,709,086.41 "," 2,784,440.75 "," 7,493,527.16 "," 8,108,707.91 ", -   , -   ," 8,108,707.91 "," 2,913,467.23 "," 15,699.61 "," 123,639.50 "," 575,704.80 "," 5,025,211.67 "," 275,648.24 "," 972,025.01 ", -   , -   , -   , -   , -   ," 386,160.91 ", -   , -   , -   ," 25,889,792.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,," 5,090,787.32 "," 3,216,845.91 "," 8,307,633.23 "," 9,284,939.63 ", -   , -   ," 9,284,939.63 "," 2,701,405.33 "," 15,061.90 "," 112,204.40 "," 488,813.09 "," 6,315,437.21 "," 457,375.00 "," 1,088,949.95 ", -   , -   , -   , -   , -   ," 587,880.44 ", -   , -   , -   ," 29,359,700.17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,," 4,924,596.67 "," 3,242,091.99 "," 8,166,688.66 "," 9,250,196.07 ", -   , -   ," 9,250,196.07 "," 2,809,555.23 "," 14,077.00 "," 122,517.20 "," 484,067.30 "," 3,610,510.57 "," 257,379.04 "," 965,931.73 ", -   , -   , -   , -   , -   ," 485,788.93 ", -   , -   , -   ," 26,166,711.73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,," 4,726,783.61 "," 3,222,412.66 "," 7,949,196.27 "," 9,309,593.79 ", -   , -   ," 9,309,593.79 "," 3,010,212.01 "," 14,202.00 "," 136,540.30 "," 436,868.01 "," 4,106,884.18 "," 276,134.64 "," 1,077,139.47 ", -   , -   , -   , -   , -   ," 563,309.86 ", -   , -   , -   ," 26,880,080.53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,," 4,914,346.20 "," 3,129,800.59 "," 8,044,146.79 "," 9,301,470.40 ", -   , -   ," 9,301,470.40 "," 3,226,896.47 "," 14,495.20 "," 300,080.38 "," 308,784.94 "," 3,986,495.43 "," 266,893.97 "," 928,829.74 ", -   , -   , -   , -   , -   ," 536,876.43 ", -   , -   , -   ," 26,914,969.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,," 4,902,732.81 "," 3,604,590.07 "," 8,507,322.88 "," 9,799,543.92 ", -   , -   ," 9,799,543.92 "," 3,371,434.26 "," 14,218.45 "," 192,153.90 "," 396,468.59 "," 3,140,353.29 "," 195,043.20 "," 1,126,975.30 ", -   , -   , -   , -   , -   ," 472,819.84 ", -   , -   , -   ," 27,216,333.63 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,," 5,214,014.99 "," 4,139,358.75 "," 9,353,373.74 "," 10,487,844.28 ", -   , -   ," 10,487,844.28 "," 3,504,847.07 "," 11,180.18 "," 314,009.94 "," 319,993.40 "," 3,038,800.76 "," 252,195.02 "," 1,255,360.72 ", -   , -   , -   , -   , -   ," 545,205.29 ", -   , -   , -   ," 29,082,810.40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,," 6,110,255.70 "," 5,193,802.68 "," 11,304,058.38 "," 11,305,141.20 ", -   , -   ," 11,305,141.20 "," 4,085,131.93 "," 13,530.62 "," 202,809.92 "," 463,007.90 "," 3,597,930.27 "," 163,666.11 "," 1,150,844.48 ", -   , -   , -   , -   , -   ," 464,115.29 ", -   , -   , -   ," 32,750,236.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,," 6,729,455.91 "," 5,629,752.61 "," 12,359,208.52 "," 11,982,407.00 ", -   , -   ," 11,982,407.00 "," 4,367,979.80 "," 12,652.05 "," 222,703.67 "," 477,353.91 "," 2,988,145.67 "," 87,067.14 "," 1,136,844.98 ", -   , -   , -   , -   , -   ," 411,115.80 ", -   , -   , -   ," 34,045,478.54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,," 6,889,609.98 "," 6,076,267.04 "," 12,965,877.02 "," 12,189,165.39 ", -   , -   ," 12,189,165.39 "," 4,595,740.70 "," 11,829.86 "," 6,979.86 "," 748,980.12 "," 1,879,137.46 "," 193,793.88 "," 1,998,938.71 ", -   , -   , -   , -   , -   ," 631,881.55 ", 586.28 , -   , -   ," 35,222,910.83 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,," 6,978,068.50 "," 6,605,303.12 "," 13,583,371.62 ", -   ," 12,381,737.26 "," 125,576.22 "," 12,507,313.48 "," 4,792,380.02 "," 11,219.79 "," 4,480.32 "," 805,034.35 "," 1,676,114.68 "," 446,152.89 "," 2,639,611.95 ", -   , -   , -   , -   , -   ," 971,036.12 ", 725.71 , -   , -   ," 37,437,440.92 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,," 7,366,075.05 "," 7,719,627.47 "," 15,085,702.52 ", -   ," 13,207,450.24 "," 104,935.20 "," 13,312,385.44 "," 5,021,366.97 "," 11,628.28 "," 33,831.71 "," 780,223.31 "," 1,622,457.63 "," 662,265.01 "," 2,997,744.82 "," 241,885.45 "," 4,907.22 "," 101,356.29 ", 844.60 ," 2,626.18 "," 1,370,579.00 ", 784.62 , -   ," 23,341.03 "," 41,273,930.08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,," 6,649,725.48 "," 7,297,031.66 "," 13,946,757.14 ", -   ," 12,124,885.99 "," 111,484.37 "," 12,236,370.36 "," 5,088,768.39 "," 10,474.54 "," 3,287.50 "," 373,007.96 "," 1,452,784.91 "," 340,085.85 "," 3,290,738.18 "," 232,804.89 "," 5,028.17 "," 114,131.11 ", 362.75 , -   ," 1,095,815.76 ", 794.85 , -   ," 8,924.22 "," 38,200,136.58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,," 7,853,581.72 "," 8,544,671.70 "," 16,398,253.42 ", -   ," 14,670,962.07 "," 134,673.30 "," 14,805,635.37 "," 5,859,983.79 "," 12,710.16 "," 5,252.45 "," 624,078.18 "," 1,546,781.72 "," 345,394.48 "," 3,012,551.46 "," 294,635.72 "," 4,446.19 "," 128,653.71 "," 1,065.98 ", 233.32 ," 1,266,994.46 ", -   , -   ," 3,519.18 "," 44,310,189.59 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,," 3,370,233.20 "," 4,427,584.75 "," 7,797,817.95 ",   -    ," 7,379,147.43 "," 60,884.79 "," 7,440,032.22 "," 3,033,200.47 "," 8,054.57 "," 1,839.79 "," 391,787.94 "," 796,666.92 "," 123,328.74 "," 2,422,214.59 "," 161,007.82 "," 28,457.08 "," 44,850.64 ", 699.24 , (79.84)," 554,481.99 ",   -    ,   -    ," 4,985.85 "," 22,809,345.96 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"* Dato del año 2022, al mes de mayo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Informes mensuales de entidades titulares de licencias de comercialización.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elaborado en: Departamento de Análisis Económico, Sección de Estadística",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
