,Fecha,Gasolina superior,Gasolina regular,"Total
gasolinas",Diesel alto azufre,Diesel bajo azufre,Diesel ultra bajo azufre,Diesel,Gas licuado de petróleo,Gasolina de aviación,Kerosina,Turbo jet,Bunker,Asfalto,PetCoke,Aceites lubricantes,Grasas lubricantes,Solventes,Naftas,Ceras,Petróleo crudo,Butano,Orimulsión,"Mezclas
oleosas",Total Consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2017," 604,650.34 "," 514,086.57 "," 1,118,736.91 "," 950,188.14 ", -   , -   ," 950,188.14 "," 385,834.28 "," 1,142.85 ", 277.29 ," 71,939.54 "," 147,847.74 "," 18,295.85 "," 247,198.62 ", -   , -   , -   , -   , -   ," 62,667.50 ", 50.77 , -   , -   ," 3,004,179.49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2017," 560,892.67 "," 492,618.55 "," 1,053,511.22 "," 894,363.58 ", -   , -   ," 894,363.58 "," 447,373.59 ", 964.29 , 332.46 ," 50,257.31 "," 146,741.02 "," 20,824.19 "," 184,904.64 ", -   , -   , -   , -   , -   ," 60,278.50 ", 47.21 , -   , -   ," 2,859,598.01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2017," 583,658.83 "," 512,762.32 "," 1,096,421.15 "," 935,986.17 ", -   , -   ," 935,986.17 "," 393,901.92 ", 952.38 , 211.74 ," 61,015.54 "," 135,560.60 "," 25,225.22 "," 113,926.54 ", -   , -   , -   , -   , -   ," 89,116.09 ", -   , -   , -   ," 2,852,317.35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2017," 563,345.61 "," 510,631.29 "," 1,073,976.90 "," 1,038,598.26 ", -   , -   ," 1,038,598.26 "," 409,332.86 "," 1,340.26 ", 204.43 ," 61,290.82 "," 115,709.19 "," 38,383.06 "," 146,069.01 ", -   , -   , -   , -   , -   ," 41,866.50 ", 73.33 , -   , -   ," 2,926,844.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2017," 635,423.76 "," 574,097.70 "," 1,209,521.46 "," 1,117,711.45 ", -   , -   ," 1,117,711.45 "," 404,574.36 "," 1,126.19 ", 108.69 ," 68,044.92 "," 129,000.72 "," 31,978.30 "," 177,572.34 ", -   , -   , -   , -   , -   ," 89,124.29 ", 28.88 , -   , -   ," 3,228,791.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan/2018," 581,802.98 "," 528,763.30 "," 1,110,566.28 ", -   ," 1,105,628.89 "," 15,763.64 "," 1,121,392.53 "," 421,848.92 "," 1,142.24 ", 770.40 ," 68,372.98 "," 122,349.08 "," 24,744.76 "," 173,232.25 ", -   , -   , -   , -   , -   ," 79,652.00 ", 57.20 , -   , -   ," 3,124,128.64 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb/2018," 545,210.00 "," 502,041.67 "," 1,047,251.67 ", -   ," 1,072,071.67 "," 14,687.22 "," 1,086,758.89 "," 379,239.07 ", 951.60 , 404.74 ," 54,920.54 "," 78,815.78 "," 21,717.40 "," 109,496.87 ", -   , -   , -   , -   , -   ," 73,770.00 ", 87.73 , -   , -   ," 2,853,414.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar/2018," 618,402.18 "," 571,052.13 "," 1,189,454.31 ", -   ," 1,194,136.18 "," 15,893.32 "," 1,210,029.50 "," 415,125.90 "," 1,007.52 ", 204.26 ," 67,891.40 "," 158,722.77 "," 22,287.44 "," 274,273.30 ", -   , -   , -   , -   , -   ," 49,749.00 ", 67.08 , -   , -   ," 3,388,812.48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr/2018," 565,665.72 "," 526,979.67 "," 1,092,645.39 ", -   ," 1,108,452.97 "," 14,929.78 "," 1,123,382.75 "," 370,434.61 "," 1,404.69 ", 422.67 ," 65,835.66 "," 149,741.63 "," 24,880.30 "," 273,396.67 ", -   , -   , -   , -   , -   ," 88,761.00 ", 43.27 , -   , -   ," 3,190,948.64 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May/2018," 570,129.66 "," 544,395.17 "," 1,114,524.83 ", -   ," 1,009,750.15 "," 7,736.86 "," 1,017,487.01 "," 403,094.74 ", 723.79 , 671.90 ," 61,285.50 "," 188,452.23 "," 34,587.38 "," 175,846.10 ", -   , -   , -   , -   , -   ," 77,485.00 ", 36.49 , -   , -   ," 3,074,194.97 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun/2018," 554,431.50 "," 518,911.44 "," 1,073,342.94 ", -   ," 930,065.00 "," 7,816.91 "," 937,881.91 "," 390,070.17 ", 561.38 , 383.47 ," 67,706.76 "," 182,142.23 "," 40,679.67 "," 159,409.05 ", -   , -   , -   , -   , -   ," 76,489.00 ", 88.11 , -   , -   ," 2,928,754.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul/2018," 589,775.97 "," 541,811.12 "," 1,131,587.09 ", -   ," 950,343.54 "," 8,053.83 "," 958,397.37 "," 381,128.08 ", 380.95 , 366.65 ," 67,215.08 "," 156,567.44 "," 54,625.85 "," 102,500.59 ", -   , -   , -   , -   , -   ," 102,153.50 ", 52.01 , -   , -   ," 2,954,974.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2018," 593,659.63 "," 570,224.11 "," 1,163,883.74 ", -   ," 991,818.15 "," 8,812.43 "," 1,000,630.58 "," 407,124.75 "," 1,000.00 ", 427.19 ," 72,586.20 "," 184,168.24 "," 50,840.69 "," 204,237.65 ", -   , -   , -   , -   , -   ," 83,143.62 ", 59.71 , -   , -   ," 3,168,102.35 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2018," 551,547.83 "," 531,285.29 "," 1,082,833.12 ", -   ," 882,303.53 "," 7,081.41 "," 889,384.94 "," 385,717.79 "," 1,000.00 ", 96.65 ," 59,624.17 "," 124,107.40 "," 45,219.25 "," 261,284.38 ", -   , -   , -   , -   , -   ," 93,004.00 ", 48.54 , -   , -   ," 2,942,320.24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2018," 579,474.43 "," 573,751.47 "," 1,153,225.90 ", -   ," 969,095.04 "," 8,587.08 "," 977,682.12 "," 408,674.34 ", 952.38 , 187.64 ," 66,392.11 "," 120,634.52 "," 47,762.30 "," 307,141.02 ", -   , -   , -   , -   , -   ," 70,523.00 ", 59.76 , -   , -   ," 3,153,235.09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2018," 573,687.35 "," 563,417.57 "," 1,137,104.92 ", -   ," 1,061,941.91 "," 7,844.21 "," 1,069,786.12 "," 408,049.58 "," 1,142.86 ", 271.84 ," 73,529.19 "," 100,763.50 "," 47,250.31 "," 286,935.32 ", -   , -   , -   , -   , -   ," 81,713.00 ", 68.01 , -   , -   ," 3,206,614.65 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2018," 654,281.25 "," 632,670.17 "," 1,286,951.42 ", -   ," 1,106,130.25 "," 8,369.53 "," 1,114,499.78 "," 421,872.09 ", 952.38 , 272.91 ," 79,674.76 "," 109,649.86 "," 31,557.54 "," 311,858.76 ", -   , -   , -   , -   , -   ," 94,593.00 ", 57.80 , -   , -   ," 3,451,940.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan/2019," 601,714.90 "," 596,682.75 "," 1,198,397.65 ", -   ," 1,152,949.52 "," 8,625.62 "," 1,161,575.14 "," 421,555.41 "," 1,000.50 ", 259.20 ," 75,489.04 "," 125,570.40 "," 29,531.29 "," 165,807.89 "," 21,985.77 ", 595.40 ," 7,412.33 ", 286.57 , 26.66 ," 82,300.00 ", 68.31 , -   , 475.49 ," 3,292,337.05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb/2019," 565,425.02 "," 559,109.22 "," 1,124,534.24 ", -   ," 1,103,358.49 "," 7,269.33 "," 1,110,627.82 "," 402,371.33 ", 976.19 , (35.69)," 63,990.69 "," 133,930.96 "," 44,387.57 "," 152,000.02 "," 18,854.82 ", 631.57 ," 7,078.95 ", 120.08 , 25.75 ," 98,063.00 ", 89.72 , -   ," 1,911.93 "," 3,159,558.95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar/2019," 610,720.58 "," 645,266.77 "," 1,255,987.35 ", -   ," 1,228,025.34 "," 8,943.32 "," 1,236,968.66 "," 428,149.45 "," 1,053.27 ", 104.14 ," 70,377.90 "," 164,290.04 "," 63,919.13 "," 342,482.20 "," 19,205.26 ", 347.80 ," 7,840.52 ", 251.71 , -   ," 127,462.00 ", 64.64 , -   ," 2,170.21 "," 3,720,674.28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr/2019," 598,956.30 "," 657,570.18 "," 1,256,526.48 ", -   ," 1,160,125.11 "," 7,643.39 "," 1,167,768.50 "," 414,018.68 ", 0.01 , (48.13)," 70,541.87 "," 156,945.14 "," 43,899.02 "," 343,735.26 "," 18,390.76 ", 552.97 ," 6,143.69 ", 15.13 , 873.32 ," 108,573.00 ", 59.88 , -   ," 1,944.32 "," 3,589,939.90 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May/2019," 611,592.32 "," 666,748.63 "," 1,278,340.95 ", -   ," 1,134,666.18 "," 9,781.63 "," 1,144,447.81 "," 426,587.33 "," 1,074.42 ", (73.50)," 67,768.53 "," 223,361.05 "," 66,588.87 "," 351,666.55 "," 22,640.10 ", 322.89 ," 8,595.00 ", 61.08 , 745.79 ," 121,253.00 ", 63.44 , -   ," 2,658.48 "," 3,716,101.79 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun/2019," 595,744.38 "," 641,136.56 "," 1,236,880.94 ", -   ," 1,012,030.47 "," 8,360.35 "," 1,020,390.82 "," 399,031.61 "," 1,003.81 ", 86.01 ," 67,452.06 "," 125,307.02 "," 49,691.28 "," 319,891.51 "," 20,117.45 ", 296.94 ," 7,438.84 ", 4.12 , 919.24 ," 112,667.00 ", 57.93 , -   , -   ," 3,361,236.58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul/2019," 615,559.33 "," 650,150.78 "," 1,265,710.11 ", -   ," 1,030,649.68 "," 8,936.20 "," 1,039,585.88 "," 419,958.02 "," 1,099.07 ", 10.89 ," 76,715.52 "," 159,021.42 "," 74,347.22 "," 198,491.88 "," 20,426.91 ", 366.54 ," 8,447.45 ", (22.46), 35.42 ," 135,670.00 ", 65.75 , -   ," 3,134.83 "," 3,403,064.45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2019," 632,415.70 "," 668,783.39 "," 1,301,199.09 ", -   ," 1,070,198.10 "," 9,041.15 "," 1,079,239.25 "," 419,493.82 "," 1,122.94 ", 73.61 ," 66,531.06 "," 148,998.84 "," 77,017.06 "," 170,236.68 "," 22,578.56 ", 394.36 ," 8,685.14 ", 7.26 , -   ," 129,913.00 ", 66.12 , -   , 952.38 ," 3,426,509.17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2019," 587,861.84 "," 616,079.30 "," 1,203,941.14 ", -   ," 973,358.44 "," 8,446.19 "," 981,804.63 "," 396,860.64 ", 935.26 , 80.43 ," 56,736.35 "," 109,518.54 "," 62,918.62 "," 142,986.06 "," 18,104.32 ", 306.28 ," 8,413.38 ", 13.98 , -   ," 130,578.00 ", 55.40 , -   ," 2,215.06 "," 3,115,468.09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2019," 643,044.33 "," 669,008.77 "," 1,312,053.10 ", -   ," 1,043,629.53 "," 9,433.36 "," 1,053,062.89 "," 433,917.15 "," 1,193.10 ", 193.58 ," 61,731.51 "," 33,606.20 "," 69,868.80 "," 225,348.50 "," 21,550.86 ", 391.11 ," 9,481.17 ", 21.74 , -   ," 132,696.00 ", 56.76 , -   ," 2,499.43 "," 3,357,671.90 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2019," 620,572.21 "," 643,070.35 "," 1,263,642.56 ", -   ," 1,122,734.55 "," 8,998.01 "," 1,131,732.56 "," 430,725.89 "," 1,125.97 "," (1,893.08)"," 63,858.30 "," 126,737.63 "," 57,250.41 "," 290,391.95 "," 18,951.08 ", 397.00 ," 13,815.26 ", 30.35 , -   ," 107,489.00 ", 77.26 , -   ," 2,479.15 "," 3,506,811.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2019," 682,468.14 "," 706,020.77 "," 1,388,488.91 ", -   ," 1,175,724.83 "," 9,456.65 "," 1,185,181.48 "," 428,697.64 "," 1,043.74 "," 35,074.25 "," 39,030.48 "," 115,170.39 "," 22,845.74 "," 294,706.32 "," 19,079.56 ", 304.36 ," 8,004.56 ", 55.04 , -   ," 83,915.00 ", 59.41 , -   ," 2,899.75 "," 3,624,556.63 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan/2020," 622,323.79 "," 640,011.73 "," 1,262,335.52 ", -   ," 1,184,419.19 "," 9,523.25 "," 1,193,942.44 "," 421,644.72 "," 1,137.95 ", 340.77 ," 67,346.00 "," 132,814.31 "," 12,977.57 "," 307,317.12 "," 23,464.38 ", 546.42 ," 9,111.42 ", 28.01 , -   ," 64,486.00 ", 84.21 , -   ," 2,645.63 "," 3,500,222.47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb/2020," 633,100.05 "," 652,028.00 "," 1,285,128.05 ", -   ," 1,233,250.24 "," 9,821.78 "," 1,243,072.02 "," 426,533.15 ", 958.33 , 479.92 ," 58,608.78 "," 145,923.81 "," 23,258.89 "," 248,778.51 "," 19,558.69 ", 354.64 ," 9,281.12 ", 16.73 , -   ," 104,545.19 ", 73.87 , -   ," 2,604.12 "," 3,569,175.82 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar/2020," 509,752.95 "," 573,586.73 "," 1,083,339.68 ", -   ," 1,100,813.77 "," 10,445.97 "," 1,111,259.74 "," 420,637.14 ", 946.43 ," 4,564.83 "," 37,280.42 "," 104,824.84 "," 19,587.38 "," 306,511.61 "," 17,452.84 ", 377.36 ," 8,888.12 ", 6.83 , -   ," 106,949.57 ", 74.10 , -   ," 1,267.79 "," 3,223,968.68 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr/2020," 391,773.23 "," 458,420.85 "," 850,194.08 ", -   ," 867,592.28 "," 5,620.48 "," 873,212.76 "," 345,933.61 ", 452.38 , 145.45 ," 13,870.41 "," 51,247.20 "," 17,494.20 "," 310,990.98 "," 13,476.06 ", 362.79 ," 6,706.35 ", 6.84 , -   ," 53,000.00 ", 30.42 , -   , -   ," 2,537,123.53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May/2020," 407,482.52 "," 478,771.83 "," 886,254.35 ", -   ," 828,743.95 "," 4,099.92 "," 832,843.87 "," 362,987.37 ", 380.95 , 758.66 ," 17,776.74 "," 139,347.72 "," 35,550.36 "," 366,963.69 "," 13,827.56 ", 254.57 ," 7,285.70 ", 31.18 , -   ," 81,524.00 ", 55.64 , -   , -   ," 2,745,842.36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun/2020," 388,952.81 "," 516,933.60 "," 905,886.41 ", -   ," 782,327.99 "," 7,406.06 "," 789,734.05 "," 402,541.02 ", 462.88 , 171.89 ," 17,381.30 "," 114,881.57 "," 33,842.05 "," 327,627.60 "," 17,170.47 ", 268.12 ," 7,672.90 ", 51.15 , -   ," 70,605.00 ", 60.20 , -   , -   ," 2,688,356.61 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul/2020," 462,380.81 "," 567,052.50 "," 1,029,433.31 ", -   ," 870,354.89 "," 5,067.16 "," 875,422.05 "," 423,328.22 ", 571.45 , 297.79 ," 19,154.50 "," 119,704.27 "," 43,939.07 "," 281,593.37 "," 18,373.04 ", 547.48 ," 9,327.62 ", 25.44 , -   ," 86,576.00 ", 69.68 , -   , -   ," 2,908,363.29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2020," 574,379.33 "," 647,375.58 "," 1,221,754.91 ", -   ," 885,200.72 "," 9,764.89 "," 894,965.61 "," 483,695.90 "," 1,017.10 ", 346.31 ," 19,506.82 "," 129,081.54 "," 33,601.74 "," 274,835.24 "," 21,877.37 ", 385.18 ," 7,451.79 ", 12.40 , -   ," 94,364.00 ", 80.22 , -   , -   ," 3,182,976.13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2020," 610,445.10 "," 661,665.58 "," 1,272,110.68 ", -   ," 959,013.35 "," 9,735.38 "," 968,748.73 "," 439,581.36 ", 948.80 , 287.45 ," 20,238.47 "," 123,261.01 "," 26,005.63 "," 158,485.71 "," 21,879.53 ", 509.00 ," 11,629.83 ", 35.69 , -   ," 95,762.00 ", 54.92 , -   , 356.40 ," 3,139,895.21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2020," 648,582.82 "," 680,362.07 "," 1,328,944.89 ", -   ," 1,064,005.30 "," 16,475.25 "," 1,080,480.55 "," 459,312.45 "," 1,142.86 ", 266.74 ," 29,115.90 "," 117,108.19 "," 37,876.73 "," 254,131.92 "," 22,655.15 ", 468.37 ," 12,831.92 ", 29.42 , -   ," 128,310.00 ", 68.10 , -   , -   ," 3,472,743.19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2020," 639,856.62 "," 652,630.16 "," 1,292,486.78 ", -   ," 1,072,873.46 "," 10,704.69 "," 1,083,578.15 "," 421,504.59 "," 1,142.86 ", 231.18 ," 33,878.65 "," 111,855.80 "," 28,761.42 "," 209,982.62 "," 21,903.24 ", 407.14 ," 10,883.80 ", 66.48 , -   ," 91,526.00 ", 70.08 , -   , 933.81 ," 3,309,212.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2020," 760,695.45 "," 768,193.03 "," 1,528,888.48 ", -   ," 1,276,290.85 "," 12,819.54 "," 1,289,110.39 "," 481,068.86 "," 1,312.55 "," (4,603.49)"," 38,849.97 "," 162,734.65 "," 27,190.81 "," 243,519.81 "," 21,166.56 ", 547.10 ," 13,060.54 ", 52.58 , -   ," 118,168.00 ", 73.41 , -   ," 1,116.47 "," 3,922,256.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan/2021," 655,512.66 "," 685,942.97 "," 1,341,455.63 ", -   ," 1,220,637.86 "," 12,064.41 "," 1,232,702.27 "," 485,759.13 ", 940.90 ," 5,223.09 "," 37,507.18 "," 110,449.89 "," 26,925.55 "," 128,264.67 "," 29,777.89 ", 452.50 ," 13,975.11 ", 88.32 , -   ," 108,756.00 ", -   , -   , 274.48 ," 3,522,552.61 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb/2021," 621,712.09 "," 669,312.88 "," 1,291,024.97 ", -   ," 1,272,608.93 "," 10,943.51 "," 1,283,552.44 "," 447,847.05 "," 1,010.16 ", (308.70)," 37,044.54 "," 146,527.38 "," 21,953.78 "," 286,352.94 "," 20,350.18 ", 709.18 ," 9,954.97 ", 42.85 , -   ," 110,937.00 ", -   , -   , -   ," 3,656,998.74 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar/2021," 692,240.49 "," 773,453.52 "," 1,465,694.01 ", -   ," 1,417,379.54 "," 10,508.49 "," 1,427,888.03 "," 513,966.39 "," 1,291.15 ", 116.17 ," 36,954.44 "," 153,583.54 "," 29,164.03 "," 187,420.65 "," 27,765.93 ", 417.13 ," 11,349.78 ", 95.13 , -   ," 104,570.00 ", -   , -   , -   ," 3,960,276.38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr/2021," 610,310.75 "," 688,389.03 "," 1,298,699.78 ", -   ," 1,268,491.30 "," 9,876.20 "," 1,278,367.50 "," 466,275.27 "," 1,029.93 ", 71.76 ," 50,964.69 "," 128,870.62 "," 39,782.05 "," 222,753.58 "," 25,695.84 ", 441.82 ," 12,887.39 ", 31.83 , -   ," 108,795.00 ", -   , -   , 83.00 ," 3,634,750.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May/2021," 643,076.84 "," 707,336.38 "," 1,350,413.22 ", -   ," 1,188,222.54 "," 12,741.15 "," 1,200,963.69 "," 475,018.36 ", 935.05 , 9.43 ," 52,492.11 "," 124,558.01 "," 49,044.75 "," 208,306.63 "," 24,652.39 ", 237.83 ," 11,316.86 ", 54.68 , 160.00 ," 122,958.00 ", -   , -   , 516.70 ," 3,621,637.71 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun/2021," 637,332.81 "," 692,598.71 "," 1,329,931.52 ", -   ," 1,128,077.11 "," 10,188.84 "," 1,138,265.95 "," 475,462.79 "," 1,118.33 ", 66.04 ," 56,780.29 "," 130,750.30 "," 29,579.19 "," 221,867.31 "," 23,178.27 ", 319.61 ," 4,353.63 ", 525.04 , -   ," 112,843.00 ", -   , -   , 217.00 ," 3,525,258.27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul/2021," 665,472.94 "," 740,193.13 "," 1,405,666.07 ", -   ," 1,197,398.40 "," 11,250.16 "," 1,208,648.56 "," 500,478.60 "," 1,116.71 ", (105.71)," 59,802.43 "," 161,178.68 "," 28,594.62 "," 247,257.05 "," 26,087.78 ", 272.62 ," 13,270.25 ", 193.49 , -   ," 89,715.00 ", -   , -   , 353.00 ," 3,742,529.15 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2021," 636,824.61 "," 668,221.54 "," 1,305,046.15 ", -   ," 1,104,625.93 "," 10,524.54 "," 1,115,150.47 "," 492,629.81 "," 1,034.76 ", 73.11 ," 50,494.29 "," 108,263.65 "," 28,571.40 "," 209,382.44 "," 22,702.60 ", 480.63 ," 10,196.20 ", 0.75 , -   ," 118,471.00 ", -   , -   , 380.00 ," 3,462,877.26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep/2021," 605,257.76 "," 670,418.80 "," 1,275,676.56 ", -   ," 1,102,655.34 "," 10,578.96 "," 1,113,234.30 "," 493,058.47 "," 1,128.98 ", 151.91 ," 54,470.85 "," 119,053.02 "," 16,940.81 "," 186,654.68 "," 24,886.79 ", 316.84 ," 7,911.30 ", 6.86 , 73.32 ," 91,068.00 ", -   , -   , 345.00 ," 3,384,977.69 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct/2021," 675,821.54 "," 718,676.32 "," 1,394,497.86 ", -   ," 1,166,983.39 "," 10,922.71 "," 1,177,906.10 "," 497,279.70 ", 374.12 , (321.14)," 55,352.31 "," 111,134.14 "," 22,006.99 "," 481,888.42 "," 22,594.68 ", 294.75 ," 7,075.41 ", 0.13 , -   ," 105,591.55 ", -   , -   ," 1,350.00 "," 3,877,025.02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov/2021," 641,916.40 "," 708,246.27 "," 1,350,162.67 ", -   ," 1,223,817.11 "," 10,724.39 "," 1,234,541.50 "," 480,432.29 "," 1,419.33 ", 114.64 ," 61,963.26 "," 104,401.79 "," 23,458.00 "," 301,772.78 "," 24,166.33 ", 329.07 ," 14,335.88 ", 25.16 , -   ," 86,090.12 ", -   , -   , -   ," 3,683,212.82 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec/2021," 768,102.83 "," 821,882.15 "," 1,589,984.98 ", -   ," 1,380,064.62 "," 14,349.94 "," 1,394,414.56 "," 531,775.93 "," 1,310.74 ", 161.85 ," 70,251.79 "," 148,010.70 "," 29,373.31 "," 330,630.31 "," 22,777.04 ", 174.21 ," 12,026.93 ", 1.74 , -   ," 107,199.79 ", -   , -   , -   ," 4,238,093.88 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan/2022," 622,475.13 "," 684,004.37 "," 1,306,479.50 ", -   ," 1,280,998.78 "," 13,257.43 "," 1,294,256.21 "," 511,907.58 "," 1,521.19 ", 188.33 ," 61,396.28 "," 124,025.99 "," 26,627.95 "," 349,200.82 "," 25,987.49 "," 5,249.84 "," 9,395.75 ", 0.10 , -   ," 97,622.50 ", -   , -   , -   ," 3,813,859.53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb/2022," 592,075.13 "," 660,943.67 "," 1,253,018.80 ", -   ," 1,266,035.92 "," 9,721.29 "," 1,275,757.21 "," 518,734.75 ", 947.72 , 125.26 ," 54,437.25 "," 117,015.61 "," 22,671.15 "," 440,976.25 "," 27,723.99 "," 3,409.85 "," 6,436.35 ", 2.52 , -   ," 119,968.05 ", -   , -   , -   ," 3,841,224.77 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar/2022," 599,582.36 "," 703,127.90 "," 1,302,710.26 ", -   ," 1,335,376.89 "," 9,819.22 "," 1,345,196.11 "," 483,511.86 "," 1,523.81 ", 141.74 ," 66,914.62 "," 153,463.44 "," 31,004.35 "," 455,044.70 "," 28,477.54 "," 4,057.47 "," 7,693.95 ", 134.92 , -   ," 128,886.16 ", -   , -   ," 1,500.00 "," 4,010,260.93 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr/2022," 566,128.02 "," 807,440.10 "," 1,373,568.12 ", -   ," 1,284,434.74 "," 9,724.00 "," 1,294,158.74 "," 491,412.41 "," 1,390.31 ", 160.75 ," 69,048.36 "," 133,705.58 "," 16,827.45 "," 405,287.72 "," 24,029.26 "," 7,108.10 "," 5,358.26 ", 394.46 , (11.79)," 104,909.33 ", -   , -   , 652.00 ," 3,927,999.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May/2022," 486,297.11 "," 796,812.39 "," 1,283,109.50 ",   -    ," 1,110,635.97 "," 8,904.61 "," 1,119,540.58 "," 514,697.64 "," 1,333.33 ", 426.14 ," 71,003.32 "," 163,815.09 "," 21,737.46 "," 409,436.09 "," 23,470.17 "," 4,576.49 "," 9,698.39 ", 166.74 , (82.52)," 101,345.62 ",   -    ,   -    , 728.29 ," 3,725,002.33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun/2022," 503,675.45 "," 775,212.34 "," 1,278,887.79 ",   -    ," 1,100,993.85 "," 9,458.24 "," 1,110,452.09 "," 512,936.23 "," 1,338.21 ", 797.57 ," 68,988.11 "," 104,641.21 "," 19,273.76 "," 362,269.01 "," 31,319.60 "," 4,055.32 "," 6,267.94 ", 0.50 , 14.47 ," 99,404.50 ",   -    ,   -    ," 2,105.56 "," 3,602,751.87 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug/2022, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
